Id;DESCRIPCION;NUMERO_PROCESO;ESTADO;TIPO_PROCESO;UNIDAD_CONTRATACION;VALOR_ESTIMADO;FASE_ACTUAL;ENTIDAD_ESTATAL;FECHA_PUBLICACION;FECHA_OFERTAS;CODIGO_NOTICE;FECHA_PRESENTACION;TIPO_CONTRATO;JUSTIFICACION_CONTRATO;FECHA_TERMINACION;DESCRIPCION_CONTRATO;VALOR_ESTIMADO_ADQUISICIONES;CODIGO_UNSPSC;Licita
1060;servicio y asesoria software de notas;IEJAM-004-24;Publicado;Contratación régimen especial;IE JORGE ABEL MOLINA;1000000;Presentación de oferta;INSTITUCION EDUCATIVA JORGE ABEL MOLINA;6 días de tiempo transcurrido (2/05/2024 10:01:24 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6062425;-;Decreto 092 de 2017;Decreto 092 de 2017;9 días de tiempo transcurrido (29/04/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);SERVICIO  DE ARRENDAMIENTO, ACTUALIZACION, CAPACITACION Y SOPORTE  TECNICO DE LA PLATAFORMA IEVIRTUAL DE LA INSTITUCION EDUCATIVA JORGE ABEL MOLINA;0;43232304 - Software de sistemas de manejo de base datos;
1061;ADQUIRIR LA LICENCIA FINALE PARA EL PROGRAMA DE MUSICA DE LA UNIVERSIDAD DE CUNDINAMARCA;F-OCC-027-2024;Publicado;Contratación régimen especial;OFICINA DE COMPRAS FUSAGASUGÁ;16415000;Presentación de oferta;UNIVERSIDAD DE CUNDINAMARCA;6 días de tiempo transcurrido (2/05/2024 9:57:55 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6062412;-;Otro;Regla aplicable;30/07/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);ADQUIRIR LA LICENCIA FINALE PARA EL PROGRAMA DE MUSICA DE LA UNIVERSIDAD DE CUNDINAMARCA;30000000;43232304 - Software de sistemas de manejo de base datos;
1062;arrendamiento de la plataforma de notas donde este permite la creación de los archivos de los estudiantes y docentes por jornadas y sedes durante el año electivo;CONTRATO RGP N° 05-2024;Publicado;Contratación régimen especial;INSTITUCION EDUCATIVA ANTONIO NARIÑO;1775000;Presentación de oferta;INSTITUCION EDUCATIVA ANTONIO NARIÑO;6 días de tiempo transcurrido (2/05/2024 8:47:22 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6062072;-;Prestación de servicios;Regla aplicable;2 días de tiempo transcurrido (6/05/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);arrendamiento de la plataforma de notas donde este permite la creación de los archivos de los estudiantes y docentes por jornadas y sedes durante el año electivo;1800000;43232304 - Software de sistemas de manejo de base datos;
1063;EDUCA.CITY - 2024;06;Publicado;Contratación régimen especial;COMPRAS IEMO;3111080;Presentación de oferta;INSTITUCION EDUCATIVA MAGDALENA ORTEGA;8 días de tiempo transcurrido (30/04/2024 12:10:23 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6054529;-;Decreto 092 de 2017;Decreto 092 de 2017;22/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTACION DE SERVICIOS AUTORIZACIÓN DE USO DE LA PLATAFORMA EDUCA.CITY PARA LA ADMINISTRACION DE NOTAS, INCLUYE CAPACITACION, ASESORIA Y SOPORTE TECNICO DE LA INSTITUCION EDUCATIVA MAGDALENA ORTEGA DE LA UNION VALLE DEL CAUCA VIGENCIA 2024;3893000;43232304 - Software de sistemas de manejo de base datos;
1064;SERVICIO DE DERECHO AL USO DE SISTEMA DE GESTIÓN ESCOLAR SOFTWARE DE NOTAS 2024;RESO - 003 - 2024;Publicado;Contratación régimen especial;REGIMEN ESPECIAL PUBLICIDAD;3200000;Presentación de oferta;INSTITUCION EDUCATIVA JOSE MARIA SILVA SALAZAR;9 días de tiempo transcurrido (29/04/2024 5:51:04 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6050542;-;Prestación de servicios;Regla aplicable;15/12/2024 4:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);SERVICIO DE DERECHO AL USO DE SISTEMA DE GESTIÓN ESCOLAR  SOFTWARE DE NOTAS 2024;3200000;43232304 - Software de sistemas de manejo de base datos;
1065;SAMC-049-CENACTELEMATICA-2024 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta);SAMC-049-CENACTELEMATICA-2024  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta);Proceso en evaluación y observaciones;Selección abreviada menor cuantía;CENACTELEMATICA;233147804;Presentación de oferta;CENTRAL ADMINISTRATIVA Y CONTABLE TELEMATICA;12 días de tiempo transcurrido (26/04/2024 7:04:34 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6042477;2 días de tiempo transcurrido (6/05/2024 11:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);Prestación de servicios;Menor Cuantía;27/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);MANTENIMIENTO Y SOPORTE TECNICO DE LA PLATAFORMA DARKTRACE DEL BATALLON DE CIBERDEFENSA Y CIBERSEGURIDAD DEL EJÉRCITO NACIONAL PARA LA VIGENCIA  2024;0;43232304 - Software de sistemas de manejo de base datos;
1066;sistemas informaticos empresariales siempre net s.a.s;CONTRATO RGP N° 02-2024;Publicado;Contratación régimen especial;INSTITUCION EDUCATIVA SAN ROQUE GALERAS;2339000;Presentación de oferta;INSTITUCION EDUCATIVA SAN ROQUE**;12 días de tiempo transcurrido (26/04/2024 6:28:28 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6042661;-;Prestación de servicios;Regla aplicable;9 días de tiempo transcurrido (29/04/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);sistemas informaticos empresariales siempre net s.a.s;1500000;43232304 - Software de sistemas de manejo de base datos;
1067;Renovación del servicio de acceso a la base de datos IEEE Computer Society, para el fortalecimiento de los recursos bibliográficos que requiere la comunidad académica y administrativa de la Institució;108-2024;Proceso adjudicado y celebrado;Contratación directa.;Oficina Asesora Jurídica;32618000;Presentación de oferta;INSTITUCION UNIVERSITARIA DE ENVIGADO;12 días de tiempo transcurrido (26/04/2024 1:52:42 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6040169;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;26/04/2025 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Renovación del servicio de acceso a la base de datos IEEE Computer Society, para el fortalecimiento de los recursos bibliográficos que requiere la comunidad académica y administrativa de la Institución Universitaria de Envigado.;32618000;43232304 - Software de sistemas de manejo de base datos;
1068;SERVICIO DE PLATAFORMA WEB;RE-042024;Publicado;Contratación régimen especial;INSTITUTO TECNICO GUAIMARAL;26000000;Presentación de oferta;INSTITUTO TECNICO GUAIMARAL;12 días de tiempo transcurrido (26/04/2024 11:37:33 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6039095;-;Prestación de servicios;Regla aplicable;30/11/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);SERVICIO DE PLATAFORMA WEB;26000000;43232304 - Software de sistemas de manejo de base datos;
1069;ACADEMICO;002;Publicado;Contratación régimen especial;EQUIPO COMPRADOR DE REGIMEN ESPECIAL;1800000;Presentación de oferta;INSTITUCIÓN EDUCATIVA AGROPECUARIA HERMES MARTINEZ;13 días de tiempo transcurrido (25/04/2024 2:53:59 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6033282;-;Prestación de servicios;Regla aplicable;18/04/2025 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestar los servicios de actualización, capacitación a usuarios, soporte técnico y asistencia en procesos al Software Academico de la Institución Educativa Agropecuaria Hermes Martinez.;1800000;43232304 - Software de sistemas de manejo de base datos;
1070;Contratar Se reUuiere la actualización de la versión 7.0 del programa financiero que maneja la Institucion para el COLEGIO MARCO TULIO FERNANDEZ I.E.D.;INVITACION-CMTF-07-2024;Publicado;Contratación régimen especial;Colegio Marco Tulio Fernandez;900000;Presentación de oferta;COLEGIO MARCO TULIO FERNANDEZ INSTITUCION EDUCATIVA DISTRITAL;14 días de tiempo transcurrido (24/04/2024 3:06:56 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6027247;-;Decreto 092 de 2017;Decreto 092 de 2017;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"Actualización del programa financiero que maneja la Institución versión 7.0
Incluye: documentos necesarios para los procesos de presupuesto y tesorería,
complementados con los del proceso contractual. Informes para medios magnéticos de
Contribución, Estampilla, MEN, DIAN, SHD, Contraloría de Bogotá, informes SED; manejo
de fuentes de financiamiento e informes por fuentes y consolidado, impuestos por
fuentes, control de presupuesto por fuente, libro de bancos, conciliaciones bancarias";900000;43232304 - Software de sistemas de manejo de base datos;
1071;ACTUALIZAR LA LICENCIA DEL SOFTWARE FLEXSIM QUE PERMITE VISUALIZAR Y PROBAR CAMBIOS EN LAS OPERACIONES Y LOS PROCESOS DE LA LOGÍSTICA, PARA EL PROGRAMA DE INGENIERÍA INDUSTRIAL DE LA UNIVERSIDAD D;F-OCS-018-2024;Publicado;Contratación régimen especial;OFICINA DE COMPRAS FUSAGASUGÁ;85411600;Presentación de oferta;UNIVERSIDAD DE CUNDINAMARCA;14 días de tiempo transcurrido (24/04/2024 12:03:57 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6025997;-;Otro;Regla aplicable;9/07/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"ACTUALIZAR LA LICENCIA DEL SOFTWARE FLEXSIM QUE 
PERMITE VISUALIZAR Y PROBAR CAMBIOS EN LAS 
OPERACIONES Y LOS PROCESOS DE LA LOGÍSTICA, PARA EL PROGRAMA DE INGENIERÍA INDUSTRIAL DE LA UNIVERSIDAD DE CUNDINAMARCA";100000000;43232304 - Software de sistemas de manejo de base datos;
1072;RENOVAR LICENCIA ADOBE*CREATIVE CLOUD PARA LA UNIVERSIDAD DE CUNDINAMARCA;F-OCS-021-2024;Publicado;Contratación régimen especial;OFICINA DE COMPRAS FUSAGASUGÁ;34914150;Presentación de oferta;UNIVERSIDAD DE CUNDINAMARCA;14 días de tiempo transcurrido (24/04/2024 11:00:04 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6025729;-;Otro;Regla aplicable;11/08/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);RENOVAR LICENCIA ADOBE*CREATIVE CLOUD PARA LA UNIVERSIDAD DE CUNDINAMARCA;80000000;43232304 - Software de sistemas de manejo de base datos;
1073;ADQUIRIR LICENCIA DEL SOFTWARE ATLAS TI DE LA UNIVERSIDAD DE CUNDINAMARCA;F-OCC-020-2024;Publicado;Contratación régimen especial;OFICINA DE COMPRAS FUSAGASUGÁ;78316875;Presentación de oferta;UNIVERSIDAD DE CUNDINAMARCA;14 días de tiempo transcurrido (24/04/2024 9:49:02 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6024765;-;Otro;Regla aplicable;10/07/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"ADQUIRIR LICENCIA DEL SOFTWARE ATLAS TI DE LA
UNIVERSIDAD DE CUNDINAMARCA";120000000;43232304 - Software de sistemas de manejo de base datos;
1074;Renovación del servicio de acceso a las bases de datos JSTOR y APA PsycNET, para el fortalecimiento de los recursos bibliográficos que requiere la comunidad académica y administrativa de la Institució;106-2024;Proceso adjudicado y celebrado;Contratación directa.;Oficina Asesora Juridica;173332500;Presentación de oferta;INSTITUCION UNIVERSITARIA DE ENVIGADO;14 días de tiempo transcurrido (24/04/2024 9:11:47 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6024820;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;25/04/2025 8:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);Renovación del servicio de acceso a las bases de datos JSTOR y APA PsycNET, para el fortalecimiento de los recursos bibliográficos que requiere la comunidad académica y administrativa de la Institución Universitaria de Envigado.;173332500;43232304 - Software de sistemas de manejo de base datos;
1075;ACTUALIZACION PLATAFORMA ACADEMICA MASTER 2000 PARA LA INSTITUCION EDUCATIVA FE Y ALEGRIA LUIS AMIGO;03-2024;Publicado;Contratación régimen especial;RECTORIA;4234000;Presentación de oferta;INSTITUCION EDUCATIVA FE Y ALEGRIA LUIS AMIGO;16 días de tiempo transcurrido (22/04/2024 3:51:56 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6015075;-;Prestación de servicios;Regla aplicable;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);ACTUALIZACION PLATAFORMA ACADEMICA MASTER 2000 PARA LA INSTITUCION EDUCATIVA FE Y ALEGRIA LUIS AMIGO;3700000;43232304 - Software de sistemas de manejo de base datos;
1076;PRESTACIÓN DE SERVICIOS - RENOVACIÓN DEL SOPORTE TÉCNICO Y ENTREGA DE ACTUALIZACIONES DE 4 LICENCIAS DE STATA;CD-ARN-927-2024;Proceso adjudicado y celebrado;Contratación directa.;GRUPO GESTION CONTRACTUAL;56108500;Presentación de oferta;AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN;16 días de tiempo transcurrido (22/04/2024 12:03:46 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6013766;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;21 días para terminar (30/05/2024 11:59:00 PM(UTC-05:00) Bogotá, Lima, Quito);"""RENOVACIÓN DEL SOPORTE TÉCNICO Y ENTREGA DE ACTUALIZACIONES DE 4 LICENCIAS DE STATA ES POR (3) AÑOS.""";75842926;43232304 - Software de sistemas de manejo de base datos;
1077;Plataforma boletines;01;Publicado;Contratación régimen especial;BERNARDO OROBIO RIASCOS;9112057;Presentación de oferta;FRANCISCO JOSE DE CALDAS;16 días de tiempo transcurrido (22/04/2024 11:14:05 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6013243;-;Prestación de servicios;Regla aplicable;31/01/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);CAPACITACION A DOCENTES EN MANO DE HERRAMIENTAS INFORMATICAS, CONSTRUCCION DE INDICADORES DE EVALUCIACION  Y REGISTRO EN EL PORTAL ZETTI DE NOTAS PARA LOS ALUMNOS DE LA INSTITUCION;18224114;43232304 - Software de sistemas de manejo de base datos;
1078;SITIS SOLUCIONES INFORMATICAS INTEGRALES EN SALUD SAS;EP-CD-054-2024 CONTRATO 54-2024;Publicado;Contratación régimen especial;EMPRESA SOCIAL DEL ESTADO POPAYAN ESE;12787740;Presentación de oferta;EMPRESA SOCIAL DEL ESTADO POPAYAN ESE;16 días de tiempo transcurrido (22/04/2024 10:47:00 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6012762;-;Otro;Regla aplicable;31/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);ARRENDAMIENTO DE LICENCIAS DEL SOFTWARE CADUCEOS MODULOS FCTURACION HISTORIA CLINICA PARA EL PUNTO DE ATENCION DE POPAYAN  ADSCRITO A LA EMPRESA SOCIAL DEL ESTADO POPAAN E.S.E;12787740;43232304 - Software de sistemas de manejo de base datos;
1079;ACTUALIZAR LA LICENCIA DEL SOFTWARE MAGNET FIELD PARA LA UNIVERSIDAD DE CUNDINAMARCA;F-OCS-032-2024;Publicado;Contratación régimen especial;OFICINA DE COMPRAS FUSAGASUGÁ;2130933;Presentación de oferta;UNIVERSIDAD DE CUNDINAMARCA;16 días de tiempo transcurrido (22/04/2024 9:56:55 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6012816;-;Otro;Regla aplicable;17/07/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"ACTUALIZAR LA LICENCIA DEL SOFTWARE MAGNET FIELD 
PARA LA UNIVERSIDAD DE CUNDINAMARCA";50000000;43232304 - Software de sistemas de manejo de base datos;
1080;SERVICIO EN LA NUBE PARA EL SISTEMA DE INFORMACION DE GESTION ACADEMICA Y FINANCIERA DE LA INSTITUCION EDUCATIVA;04-2024;Publicado;Contratación régimen especial;IE GUILLERMO NIÑO MEDINA;5200000;Presentación de oferta;INSTITUCIÓN EDUCATIVA COLEGIO GUILLERMO NIÑO MEDINA;20 días de tiempo transcurrido (18/04/2024 9:03:16 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6003588;-;Decreto 092 de 2017;Decreto 092 de 2017;10/12/2024 6:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);SERVICIO EN LA NUBE PARA EL SISTEMA DE INFORMACION DE GESTION ACADEMICA Y FINANCIERA DE LA INSTITUCION EDUCATIVA;9700000;43232304 - Software de sistemas de manejo de base datos;
1081;ACTUALIZACION DE APLICATIVO DE PRESUPUESTO E INVENTARIOS;MAC03-2024;Publicado;Contratación régimen especial;COLEGIO MIGUEL ANTONIO CARO IED;1900000;Presentación de oferta;COLEGIO MIGUEL ANTONIO CARO INSTITUCION EDUCATIVA DISTRITAL;20 días de tiempo transcurrido (18/04/2024 7:14:59 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5998010;-;Decreto 092 de 2017;Decreto 092 de 2017;8 días de tiempo transcurrido (30/04/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);CONTRATAR UN PROVEEDOR PARA LA ACTUALIZACIÓN DE APLICATIVO DE PRESUPUESTO E INVENTARIO;0;43232304 - Software de sistemas de manejo de base datos;
1082;CMA-CD-20202-JU-349-2024;CMA-CD-20202-JU-349-2024;Proceso adjudicado y celebrado;Contratación directa.;Secretaría General - IUCMA;24000000;Presentación de oferta;INSTITUCIÓN UNIVERSITARIA COLEGIO MAYOR DE ANTIOQUIA;22 días de tiempo transcurrido (16/04/2024 12:44:01 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5988047;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;16/06/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);El contratista de manera independiente se obliga con la INSTITUCIÓN UNIVERSITARIA COLEGIO MAYOR DE ANTIOQUIA a prestar el servicio de activación de la plataforma, a la Biblioteca Institucional TERESA SANTAMARÍA DE GONZÁLEZ, y los accesos local y remoto de la plataforma Booklick a través de las IP institucionales durante doce (12) meses.;24000000;43232304 - Software de sistemas de manejo de base datos;
1083;CONVENIO INTERADMINISTRATIVO TRANSITO PALMIRA;1.120.40-18.02-4468-2024;Proceso adjudicado y celebrado;Contratación directa.;UNIDAD DE RENTAS / GOBERNACION DEL VALLE;0;Presentación de oferta;DEPARTAMENTO DEL VALLE DEL CAUCA - UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS RENTAS Y GESTION TRIBUTARIA;23 días de tiempo transcurrido (15/04/2024 10:38:00 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5980668;-;Otro;Contratos o convenios Interadministrativos (valor cero);31/12/2027 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);AUNAR ESFUERZOS PARA REALIZAR EL INTERCAMBIO DE INFORMACIÓN TRIBUTARIA ENTRE EL DEPARTAMENTO DEL VALLE DEL CAUCA - UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS, RENTAS Y GESTIÓN TRIBUTARIA Y EL MUNICIPIO DE PALMIRA - SECRETARIA DE TRANSITO Y TRANSPORTE;0;43232304 - Software de sistemas de manejo de base datos;
1084;sofware programa academico;ALP-T:032-2023;Publicado;Contratación régimen especial;CONTRATACION;4700000;Presentación de oferta;INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO..;24 días de tiempo transcurrido (14/04/2024 10:47:06 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5979263;-;Prestación de servicios;Regla aplicable;14/12/2023 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);sofware programa academico;3700000;43232304 - Software de sistemas de manejo de base datos;
1085;SAPRED;2024-02;Publicado;Contratación régimen especial;UNIDAD;3499000;Presentación de oferta;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL MAYO;26 días de tiempo transcurrido (12/04/2024 12:24:10 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5973216;-;Suministros;Regla aplicable; ;SUMINISTRO DE SOFTWARE PARA EL REGISTRO Y CONTROL ACADEMICO DE LOS ESTUDIANTES DE LA INSTITUCIÓN EDUCATIVA ESCUELA NORMAL SUPERIOR DEL MAYO DE LA CRUZ NARIÑO Y SUS SEDES EDUCATIVAS RURALES.;3500000;43232304 - Software de sistemas de manejo de base datos;
1086;RENOVAR LA LICENCIA DE INTERHERD PARA LA UNIVERSIDAD DE CUNDINAMARCA;F-OCS-024-2024;Publicado;Contratación régimen especial;OFICINA DE COMPRAS FUSAGASUGÁ;9329600;Presentación de oferta;UNIVERSIDAD DE CUNDINAMARCA;27 días de tiempo transcurrido (11/04/2024 10:33:32 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5965164;-;Prestación de servicios;Regla aplicable;5/07/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);RENOVAR LA LICENCIA DE INTERHERD PARA LA UNIVERSIDAD DE CUNDINAMARCA;10000000;43232304 - Software de sistemas de manejo de base datos;
1087;ALEXANDER ARANGO TRUJILLO;CPS-23-2024;Publicado;Contratación régimen especial;ESE HOSPITAL SAN JUAN DE DIOS;5808000;Presentación de oferta;EMPRESA SOCIAL DEL ESTADO SAN JUAN DE DIOS;28 días de tiempo transcurrido (10/04/2024 9:34:20 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5957991;-;Decreto 092 de 2017;Decreto 092 de 2017;30/06/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTACION DE SERVICIOS PARA RECOPILAR, GENERAR Y VALIDAR ESTRUCTURA DE LA INFIORMACION  PARA GENERACION DE INFORMES , CON TODOS LOS ESTANDARES DE CALIDAD GARANTIZADO LA INTEGRIDAD DELA INFORMACION Y EL OPORTUNO REPORTE DANDO CUMPLIMIENTO A LOS REQUERIMIENTOS EXIGIDOS EN LA NORMATIVIDAD VIGENTE DE SALUD EN COLOMBIA .;0;43232304 - Software de sistemas de manejo de base datos;
1088;CONTRATACIÓN DEL SERVICIO DE UNA PLATAFORMA PROGRAMA SOFTWARE DE NOTAS NECESARIA PARA EL REGISTRO, CONTROL Y REPORTE DE LOS INFORMES ACADÉMICOS DE LOS ESTUDIANTES Y SU CONSOLIDACIÓN ANUAL DE LOS RESUL;01_IELE_01;Publicado;Contratación régimen especial;INSTITUCION EDUCATIVA  LA ESPERANZA;750000;Presentación de oferta;INSTITUCION EDUCATIVA LA ESPERANZA;28 días de tiempo transcurrido (10/04/2024 8:10:32 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5957380;-;Prestación de servicios;Regla aplicable;6/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);CONTRATACIÓN DEL SERVICIO DE UNA PLATAFORMA PROGRAMA SOFTWARE DE NOTAS NECESARIA PARA EL REGISTRO, CONTROL Y REPORTE DE LOS INFORMES ACADÉMICOS DE LOS ESTUDIANTES Y SU CONSOLIDACIÓN ANUAL DE LOS RESULTADOS DEL AÑO ESCOLAR 2024;750000;43232304 - Software de sistemas de manejo de base datos;
